28.04,25.28,25.16,24.93,26.54,24.28,24.29,26.94,25.17,26.05
33.82,28.58,30.39,31.1,29.02,28.86,30.04,34.35,31.56,34.8
37.25,32.48,34.54,34.68,35.85,37.3,33.92,38.68,36.36,41.84
42.39,37.83,41.9,38.99,40.5,43.84,39.68,43.3,41.75,46.83
47.82,42.06,45.85,43.95,45.97,47.32,44.01,47.66,47.5,49.65
49.45,47.59,48.36,46.56,48.84,51.05,49.84,49.7,49.75,53.19
53.52,50.54,52.08,50.04,52.26,54.47,54.11,51.71,53.11,56.16
57.67,53.27,53.98,53.23,55.09,57.86,57.68,53.09,56.44,57.68
58.3,56.55,58.43,55.06,55.89,58.41,59.52,56.56,58.15,60.97
62.54,61.37,58.44,59.46,59.81,61.37,61.55,59.04,61.66,63.36
64.04,62.69,61.68,59.88,61.85,63.49,64.46,61.62,61.44,64.27
64.83,64.01,64.14,61.38,64.24,64.47,66.76,62.63,64.76,66.04
66.37,67.06,64.74,63.75,64.96,67.05,65.49,63.62,65.66,68.64
67.32,68.04,65.07,65.37,67.25,68.04,68.56,65.32,67.61,69.0
68.24,68.07,67.99,67.36,67.58,69.79,70.87,68.2,68.39,69.38
69.83,70.67,67.13,67.68,69.2,70.59,68.8,64.59,69.17,69.09
69.29,69.34,70.03,68.74,69.82,70.44,71.26,67.37,71.15,72.21
71.25,71.68,70.18,67.68,70.8,70.97,73.39,68.69,71.06,73.09
71.03,73.09,71.12,71.03,72.64,73.25,73.14,70.87,72.94,73.01
71.53,72.14,72.78,70.88,71.75,74.66,74.93,71.82,73.55,73.35
72.36,74.09,71.06,73.08,71.79,74.11,75.17,72.09,74.08,75.26
71.94,74.17,73.11,72.2,73.97,74.29,75.31,72.54,75.21,75.01
73.1,75.67,73.98,73.0,75.34,76.33,75.16,74.87,75.61,76.88
74.64,74.45,73.42,75.44,75.06,76.82,74.46,73.33,76.03,77.07
74.47,76.47,75.35,75.55,74.93,76.66,75.25,75.94,75.7,77.73
75.99,77.36,75.32,76.14,75.1,76.94,77.61,76.1,77.65,77.97
75.75,76.09,76.71,76.01,77.4,78.43,78.6,75.75,77.44,78.79
77.43,77.5,76.26,77.48,77.0,77.5,78.87,76.92,77.87,79.24
77.87,78.67,77.38,78.18,76.47,77.68,78.6,77.1,78.37,79.38
78.68,79.38,78.37,76.46,78.2,79.4,80.32,77.03,77.85,79.89
78.47,79.6,76.92,78.97,79.5,79.39,80.13,77.86,79.27,80.45
79.32,79.84,78.33,79.13,77.2,79.78,80.74,77.88,80.72,78.81
78.67,80.76,79.27,79.23,79.78,79.75,81.11,78.41,81.24,80.53
80.03,79.59,78.58,79.36,80.2,80.56,81.56,77.67,81.11,80.91
80.54,80.72,79.02,80.37,80.64,80.27,80.93,77.49,79.54,79.78
80.59,81.47,80.75,80.03,81.0,80.39,81.64,80.13,80.44,81.0
79.56,80.47,79.54,80.96,81.19,80.57,82.49,80.16,81.34,81.76
80.97,81.75,80.45,79.73,80.39,81.79,82.73,80.38,81.43,81.83
80.72,81.21,80.77,81.64,82.04,80.75,82.29,80.91,81.57,81.74
81.42,81.98,79.0,81.1,81.23,81.8,82.95,81.46,82.46,81.66
81.52,82.29,81.41,82.14,81.9,82.49,82.17,82.07,83.14,82.33
82.51,82.05,81.2,81.59,82.48,82.64,83.68,81.83,82.34,83.35
82.76,82.24,82.38,81.97,82.17,80.86,83.06,81.4,82.57,82.88
82.62,82.44,82.53,82.32,82.6,82.11,83.72,82.12,83.21,83.25
81.8,82.59,82.22,82.67,83.37,83.13,83.64,80.08,82.75,82.79
81.78,82.94,82.2,83.29,82.47,84.16,83.63,82.68,82.83,82.98
82.03,83.69,82.5,83.24,83.4,84.05,83.77,82.99,83.06,83.89
83.14,83.74,81.8,83.29,84.05,82.72,84.72,83.33,83.4,84.07
82.86,83.85,81.93,83.22,82.97,83.77,83.24,83.24,83.84,83.71
83.28,83.05,83.82,83.21,82.84,83.34,84.67,81.9,84.47,84.3
83.42,83.83,82.45,82.99,83.34,82.64,84.41,83.26,83.32,84.07
84.29,83.18,83.97,84.5,84.05,84.03,84.44,81.7,83.64,84.62
84.22,83.49,83.37,84.26,84.17,84.04,84.16,83.42,84.95,83.94
82.68,84.32,83.74,84.31,83.85,83.88,84.98,84.04,85.49,84.88
83.56,83.46,84.54,84.41,83.53,84.8,84.86,84.02,84.69,85.06
84.55,84.83,83.96,83.98,83.28,84.58,85.17,84.23,84.54,84.78
84.82,83.64,82.55,85.15,84.21,84.79,86.21,83.72,84.89,85.21
84.57,84.84,85.38,84.61,84.0,85.1,84.65,84.07,84.85,85.3
84.27,84.65,83.3,85.19,84.26,85.33,86.24,84.54,84.9,83.79
85.78,84.52,82.9,84.87,85.7,84.14,85.62,84.7,84.94,85.06
85.29,84.36,84.05,85.12,84.58,85.07,85.52,84.68,84.89,83.79
83.43,84.82,84.6,85.01,85.83,84.02,85.51,84.15,85.63,85.51
84.24,84.97,84.44,85.44,84.99,85.19,86.1,85.02,85.18,85.71
85.43,84.05,84.02,85.22,83.19,85.66,85.3,84.74,85.98,85.45
85.61,85.99,84.98,84.57,85.59,85.99,85.89,84.51,85.63,85.41
