26.76,26.87,29.58,27.81,28.07,25.1,32.44,28.95,28.91,29.37
41.91,39.19,40.13,36.15,36.36,37,48.01,40.98,40.27,42.17
50.99,44.91,53.31,43.35,45.67,49.33,59.21,49.35,51.18,50.96
55.78,53.11,59.06,51.04,50.2,58.17,64.13,58.49,59.65,60.32
63.36,62.36,65.26,58.94,60.41,62.93,66,59.35,66.13,67.13
68.03,66.3,68.86,62.98,65.35,67.52,71.18,72.88,71.44,68.73
69.55,73.58,73.41,69.52,69.35,70.11,71.87,73.55,73.76,75.27
73.85,74.76,73.56,70.4,69.92,74.73,76.08,77.34,76.64,77.99
75.86,77.45,78.72,72.92,75.03,76.14,77.62,79.62,78.67,80.01
78.63,78.62,79.48,76.86,77.22,78.97,80.16,80.23,77.6,81.22
79.47,80.63,81.28,79.71,79.08,78.32,81.41,79.83,78.94,81.53
79.87,81.45,81.71,80.25,79.03,80.58,82.54,82.29,81.55,80.29
81.86,81.39,81.03,81.77,80.78,81,84.28,81.63,82.69,83.04
81.15,80.36,81.12,81.88,81.28,82.14,81.86,83.91,83.58,82.91
83.71,80.2,81.88,82.62,82.26,82.38,83.12,84.69,84.9,84.04
84.08,83.34,83.81,84.66,80.8,82.39,83.47,84.74,83.89,84.3
82.05,84.14,84.65,82.38,82.04,83.59,82.69,84.59,84.24,84.32
84.39,83.73,82.74,84.27,82.33,84.18,82.71,84.38,85.49,85.07
81.92,82.49,84.91,84.49,85.67,83.15,85.19,84.81,83.67,83.54
84.29,84.1,84.84,84.14,84.33,84.76,85.49,85.96,84.26,85.66
84.73,86.46,85.24,84.25,85.76,86.03,84.34,85.53,85.73,84.58
86.07,86.55,85.31,84.6,84.87,85.42,84.75,86.18,85.11,85.72
85.71,85.24,86.26,86.79,83.58,86.45,86.62,83.32,85.81,88.05
85.39,85.51,86.5,84.9,86.65,86.65,87.77,85.3,86.33,83.18
85.11,86.74,85.99,87.06,83.59,85.34,87.19,86.79,87.22,86.09
84.24,85.49,86.13,87.38,86.43,83.83,86.53,86.47,84.88,87.48
85.95,86.48,85.63,87.48,83.49,86.59,83.37,87.2,86.56,85.26
85.15,87.62,86.27,86.7,85.58,85.15,87.61,88.06,85.76,87.47
87.78,87.42,86.62,85.45,87.8,86.4,87.49,86.95,86.85,88.01
87.14,86.76,88.02,87.06,86.23,87.62,87.36,87.51,87.36,85.93
87.51,87.54,87.14,87.81,87.31,86.3,87.54,86.99,88.33,88.22
88.17,87.95,87.78,85.22,87.53,87.17,88.16,87.32,87.44,87.4
85.57,85.39,86.59,87.77,87.69,88.02,88.34,86.1,87.47,88.35
87.04,86.98,86.09,86.9,88.84,87.56,88.1,86.92,87.21,88.09
87.72,87.4,87.89,88.34,85.96,88.14,88.27,88.34,87.6,87.55
87.75,85.61,86.69,87.3,88.5,86.59,87.71,87.33,87.59,86.55
86.96,89,87.07,87.6,88.02,86.58,87.95,87.97,86.74,87.51
87.42,88.11,87.9,87.64,88.01,87.81,88.35,88.08,85.82,87.58
88.83,86.58,86.26,88.05,87.42,86.15,88.67,88.46,87.3,88.1
87.83,88.94,87.8,87.44,88.21,87.54,87.45,86.75,87.55,87.78
88.49,87.7,87.91,89.12,87.33,86.43,87.32,88.57,87.02,88.01
88.86,87.81,87.65,87.08,87.57,86.01,88.2,87.5,87.9,88
87.67,86.7,88.72,88.92,88.31,87.82,88.53,88.63,87.32,87.87
88.39,87.68,86.8,88.52,87.79,88.94,87.48,88.64,89.4,88.53
87.93,87.72,87.1,88.72,88.77,87.56,88.27,88.27,87.84,88.04
89.01,88.3,88.75,89.01,88.77,88.21,88.82,88.46,87.06,89.03
88.71,88.14,87.45,87.92,84.13,87.13,87.85,88.75,87.76,87.86
87.99,88.91,89.54,88.21,88.53,89.12,88.55,88.46,89.04,86.62
88.7,89.12,88.1,88.89,88.97,87.11,87.92,88.95,88.81,87.85
86.36,87.68,89.09,87.7,88.86,88.43,87.35,88.28,89.27,87.03
88.7,89.11,87.56,88.75,87.89,87.92,85.85,88.56,86.05,88.83
88.26,89.65,88.87,89.63,89.4,88.1,88.89,88.3,88.26,88.68
88.65,87.25,88.28,88.44,88.28,88.26,88.99,87.06,88.35,89.11
88.44,88.17,88.17,88.95,88.32,88.53,88.16,89.1,88.67,88.33
88.8,88.45,87.06,89.17,89.33,89.04,89.3,87.61,89.43,87.74
88.78,88.37,89.16,88.52,88.58,88.85,88.73,87.31,87.75,88.82
89.15,88.38,87.23,88.77,87.57,87.22,89.38,87.8,89.36,89.45
89.15,89.9,87.38,88.65,88.4,87.55,89.06,89,89.14,89.22
88.69,87.1,87.4,88.25,89.67,88.7,87.88,89,88.63,89.86
89.17,89.28,88.31,90.17,88.56,89.35,88.34,88.55,88.78,89.41
89.25,89.9,89.43,88.87,88.26,88.43,86.27,88.84,89.84,89.66
88.02,89.65,89.17,88.97,89.38,88.21,88.79,88.3,89.12,89
89.07,89.83,89.3,89.51,89.36,90.13,87.08,88.71,89.17,89.18
88.93,88.63,88.8,88.75,88.88,87.88,88.86,89.18,88.07,90.02
89.43,87.88,89.05,89.12,89.26,87.5,89.01,89.28,88.1,89.25
89.4,88.94,86.42,89.15,89.2,89.52,89.3,88.81,88.36,89.72
89.09,88.42,88.17,88.27,89.93,88.28,87.94,88.63,88.05,88.14
88.96,88.38,87.77,89.28,88.16,89.27,88.81,87.84,89.15,89.6
89.55,89.57,88.85,88.82,89.75,88.02,89.79,90.17,89.17,89.73
88.32,88.31,89.24,87.62,88.89,87.65,89.42,88.2,89.52,88.84
88.8,89.17,89.88,89.4,89.26,88.72,89.01,88.5,89.13,87.22
89.24,89.22,90.35,87.94,90.21,89.66,89.84,89.34,88.94,88.11
89.48,89.29,88.52,89.86,88.45,87.95,88.62,88.63,90.39,88.73
88.85,88.51,90.05,88.37,89.39,89.3,89.23,89.15,88.93,89.49
88.79,90.01,88.81,89.8,89.45,88.34,89.3,89.71,89.5,87.34
89.26,89.4,89.07,88.92,89.01,89.76,87.5,89.4,88.75,88.73
89.51,89.9,88.41,87.42,89.22,89.44,89.45,88.83,89.39,89.01
89.94,88.2,87.33,89.49,89.62,90.01,89.11,87.79,88.54,88.28
90.22,89.05,89.44,89.46,89.79,88.6,88.33,89.25,89.08,89.22
90.34,90.38,89.08,89.74,89.42,88.87,89.59,88.74,90.12,89.08
88.88,89.22,88.54,88.99,89.94,88.64,89.2,87.47,89.03,89.25
88.97,90.22,89.43,88.69,87.33,89.22,89.64,89.41,89.61,88.61
88.95,88.84,87.64,88.61,90.8,89.62,89.29,85.83,89.43,90.11
90.55,87.87,89.85,88.86,89.78,90.45,88.97,87.45,89.02,89.37
89.49,90.14,90.14,88.21,89.36,88.37,89.74,89.13,88.45,88.55
89.95,89.48,87.6,89.36,87.88,89.27,88.26,89.19,88.03,88.83
89.81,88.72,90.19,88.12,90.07,89.64,88.99,89.41,89.77,90.23
89.61,89.16,89.87,89.91,87.83,88.97,87.18,89.64,89.55,90.1
90.13,89.65,89.79,89.87,89.88,87.33,88.61,88.87,89.74,85.44
89.85,90,88.6,88.67,89.2,89.57,90.25,90.12,87.82,89.48
90.42,90.28,89.7,88.62,88.72,88.67,89.06,89.15,89.15,89.64
90.3,89.35,90.43,89.95,90.29,90.22,88.42,90.4,89.09,87.55
89.06,88.85,89.4,90.47,90.1,89.1,89.29,87.75,89.28,89.79
89.95,90.34,89.79,89.81,88.25,90.47,89.61,89.7,90.37,88.33
88.78,89.53,89.52,89.19,90.05,88.16,88.31,87.96,89.51,88.81
90.38,89.76,90.14,89.11,89.39,90.06,90.79,89.27,89.7,89.87
87.8,90.07,90.21,89.66,89.78,90.09,87.87,88.75,89.56,88.97
90.42,90.15,88.16,89.51,89.69,89.83,89.72,90.16,89.61,89.5
89.99,89.31,89.3,88.91,90.86,88.91,88.43,89.18,90.03,89.45
90.04,90.47,90.22,90.34,90.56,88.91,90.34,89.74,89.57,90.38
91.72,91.92,91.18,91.47,91.66,91.88,91.73,91.71,91.88,91.76
91.91,92.04,91.64,91.5,91.74,91.69,91.78,91.92,91.63,91.69
91.54,91.74,91.28,91.36,92.47,91.62,91.63,91.23,91.6,91.77
91.35,91.31,91.06,90.75,91.36,91.18,91.76,91.2,90.98,91.57
91.65,91.08,91.39,91.46,91.38,90.82,91.85,92.44,91.8,92.12
91.94,91.73,91.26,91.05,90.88,91.97,91.68,91.76,91.13,91.23
91.81,91.59,91.74,91.02,90.53,91.98,91.52,91.33,91.53,91.06
91.83,90.85,91.81,91.84,91.8,91.91,91.34,91.61,92.17,91.27
91.78,91.81,91.66,90.68,91.16,91.25,91.32,91.6,91.4,91.65
91.42,91.4,91.54,91.27,92,91.7,91.31,91.32,92.01,91.12
91.98,91.49,91.27,92.23,91.73,91.53,91.38,91.47,91.9,91.5
