33.39,31.96,35.32,26.67,26.09,33.5,30.46,28.48,30.81,33.2
40.33,39.88,44.91,40.9,39.2,45.53,37.15,42.34,43.36,45.68
52.57,51.38,53.49,50.76,47.71,52.77,49.75,51.79,54.54,56.43
58.86,60.76,61.4,55.88,58.78,57.13,57.54,61.28,63.52,61.57
67.94,70.11,67.76,64.69,64.4,66.16,63.62,66.46,65.41,67.33
72.72,72.06,70.89,68.7,68.83,72.16,65.53,71.98,71.45,73.55
74.18,75.72,70.14,73.71,73.3,73.5,73.36,75.65,73.35,75.67
77.44,77.53,76.27,75.72,76.37,77.71,74.84,75.1,76.28,77.35
78.87,79.38,77.76,77.17,77.51,76.97,77.74,77.54,78.0,79.37
78.03,81.99,80.04,78.17,79.42,79.26,79.02,80.53,80.58,78.69
80.2,81.67,81.29,81.39,81.36,81.05,79.45,81.59,81.06,81.8
81.89,83.0,80.78,80.83,81.83,80.96,82.38,82.43,81.57,82.78
82.65,83.4,81.06,82.31,83.05,83.07,81.22,80.28,81.72,82.87
84.41,82.52,82.32,83.22,83.74,81.42,81.64,83.8,84.41,83.27
83.09,83.82,82.45,82.46,84.28,83.48,84.45,80.07,85.33,82.79
85.16,84.87,84.98,84.43,84.09,83.8,83.59,85.02,85.01,84.92
85.53,85.26,82.62,84.9,84.61,84.49,83.73,85.55,85.09,81.54
85.29,84.53,83.65,84.1,84.57,83.19,84.58,84.51,85.1,85.3
86.44,85.1,84.35,86.06,85.11,84.54,86.14,84.73,85.75,85.85
84.54,83.94,86.0,85.04,85.41,85.34,85.79,85.53,86.13,86.05
84.84,85.72,85.63,85.53,85.97,86.46,86.94,85.93,86.13,85.74
86.28,86.94,87.09,86.88,86.66,85.12,86.11,87.01,85.72,86.18
85.49,82.13,85.86,84.64,86.11,85.1,85.67,84.87,87.57,85.26
86.27,86.54,86.19,85.03,87.64,85.29,86.02,86.81,86.78,87.04
87.09,87.48,86.65,86.6,86.31,86.72,86.8,86.82,86.96,86.16
83.8,87.08,84.6,86.93,87.57,87.13,85.98,87.21,87.15,86.19
87.44,87.77,86.65,86.6,87.21,86.98,87.45,86.36,87.9,86.62
87.18,86.16,87.92,87.55,87.04,86.53,87.15,85.87,87.53,85.18
87.94,87.96,87.61,85.49,88.61,85.15,87.5,86.69,88.22,86.71
85.54,86.39,87.21,86.43,86.29,87.06,85.45,87.51,88.86,86.77
88.59,86.85,85.88,87.3,88.07,87.22,88.1,88.56,88.16,85.81
87.91,88.15,87.66,88.57,87.33,88.14,87.78,87.42,87.89,87.04
88.04,87.35,87.55,88.44,87.57,87.07,86.94,87.12,87.6,86.25
87.04,86.78,87.49,88.27,87.53,86.82,87.03,87.5,89.57,87.21
87.96,88.99,87.03,88.4,88.23,87.31,88.88,89.24,88.57,88.31
88.57,87.78,86.14,86.95,88.46,87.44,88.0,85.83,88.14,87.46
87.88,88.17,86.37,87.79,88.17,88.14,87.87,88.34,88.26,87.59
88.35,88.41,86.3,87.99,87.64,87.75,88.27,87.71,88.56,88.71
88.54,88.59,88.24,88.5,88.73,87.4,86.28,89.63,88.42,88.1
88.52,86.87,88.01,88.03,87.89,87.54,88.48,88.2,88.35,88.28
88.36,88.48,87.25,87.79,88.74,88.38,88.09,87.82,88.57,88.54
88.86,89.29,88.57,88.76,87.34,88.11,88.46,87.25,88.83,88.42
88.82,88.44,87.44,88.05,89.34,88.37,89.06,86.42,89.1,88.19
88.35,87.0,88.17,88.91,88.49,87.2,88.88,88.97,89.14,88.66
89.48,89.21,88.67,89.19,88.32,88.81,87.22,88.1,89.51,87.54
88.82,88.8,88.24,86.88,87.73,88.54,88.4,89.24,87.67,87.74
88.3,88.47,86.72,88.93,88.42,87.71,88.84,88.48,89.29,89.29
87.87,89.23,89.91,89.5,88.21,88.82,88.11,88.83,89.16,87.95
